Tanggal,Jakarta Barat,Jakarta Pusat,Jakarta Selatan,Jakarta Timur,Jakarta Utara
2023-04-06,15786,15889,15938,15864,15833
2023-04-07,15786,15750,16071,15833,15833
2023-04-08,15786,15778,16071,15550,15833
2023-04-09,15786,15778,16071,15850,15800
2023-04-10,15750,15778,15938,15955,15800
2023-04-11,15750,15875,15813,15955,15667
2023-04-12,15786,15889,15786,15950,15667
2023-04-13,15786,15778,15813,15864,15667
2023-04-14,15750,16000,15786,15864,15667
2023-04-15,15750,15889,15929,15955,15667
2023-04-16,15786,15889,15929,15864,15833
2023-04-17,15857,15889,15813,15875,15800
2023-04-18,15750,15889,15813,16050,15833
2023-04-19,15917,15778,15857,15955,15667
2023-04-20,15786,15889,15833,15955,15750
2023-04-21,15750,16000,15857,15955,15833
2023-04-22,15833,16000,16000,15000,16000
2023-04-23,14500,15857,16000,16000,16000
2023-04-24,15786,15857,16000,15900,15750
2023-04-25,15786,15778,15917,15750,15600
2023-04-26,15786,15786,15750,15875,15667
2023-04-27,15833,15857,15714,15833,15800
2023-04-28,15786,15833,15750,15800,15800
2023-04-29,15786,15889,16000,15909,15667
2023-04-30,15643,15833,16000,15955,15667
2023-05-01,15786,15889,16083,15850,15667
2023-05-02,15786,16125,15875,15833,15667
2023-05-03,15833,15875,15929,15900,15600
2023-05-04,15786,15625,15938,15833,15800
2023-05-05,15786,15889,15938,15850,15167
2023-05-06,15786,15889,16071,15650,15667
2023-05-07,15786,15889,16071,15833,15667
2023-05-08,15786,15889,15875,15833,15667
2023-05-09,15750,15889,15857,15833,15667
2023-05-10,15750,15778,15929,15833,15800
2023-05-11,15643,15778,15938,15917,15667
2023-05-12,15643,15778,15938,15917,15200
2023-05-13,15643,15889,16083,15909,15667
2023-05-14,15643,15889,16071,15650,15667
2023-05-15,15583,16000,15938,15909,15667
2023-05-16,15750,15889,15938,15917,15750
2023-05-17,15786,15778,16063,15909,15667
2023-05-18,15833,15889,16167,16056,15667
2023-05-19,15786,15750,16063,15909,15750
2023-05-20,15833,15889,16214,15917,15667
2023-05-21,15833,15889,16214,15909,15667
2023-05-22,15600,15889,15875,15958,15667
2023-05-23,15667,16000,15875,15950,15667
2023-05-24,15667,15889,15813,15958,15800
2023-05-25,15667,15889,15938,15958,15600
2023-05-26,15667,15875,15938,15958,15750
2023-05-27,15667,15857,16000,15950,15800
2023-05-28,15714,15778,16000,15950,15667
2023-05-29,15500,15889,15857,15875,15667
2023-05-30,15714,15889,16071,15682,15667
2023-05-31,15714,15875,15875,15850,13417
2023-06-01,15667,15889,16000,15864,15667
2023-06-02,15714,15875,16000,15682,15600
2023-06-03,15857,15875,16000,15682,15667
2023-06-04,15583,15778,16071,15500,15667
2023-06-05,15786,15875,15938,15708,15800
2023-06-06,15833,16000,15813,15708,15667
2023-06-07,15750,15889,15750,15708,15667
2023-06-08,15750,15875,15500,15708,15667
2023-06-09,15786,15889,15563,17136,15667
2023-06-10,15786,16000,15929,15682,15667
2023-06-11,15786,15889,15563,15950,15667
2023-06-12,15800,15889,15563,15875,15167
2023-06-13,15833,16000,15563,15959,15667
2023-06-14,15786,16000,15563,15875,15667
2023-06-15,15786,16000,15563,15773,15667
2023-06-16,15786,15889,15563,15868,15750
2023-06-17,15786,15889,15563,15850,15667
2023-06-18,15786,15889,15438,15792,15500
2023-06-19,15786,15750,15563,15792,15600
2023-06-20,15786,15778,15563,15864,15600
2023-06-21,15600,19357,15563,15708,15750
2023-06-22,15500,15813,15563,15708,15600
2023-06-23,15786,15889,14938,15792,15750
2023-06-24,15750,15889,15563,15773,15500
2023-06-25,15857,16000,15500,15682,15600
2023-06-26,15750,15857,15938,15875,16000
2023-06-27,16000,15889,15786,15750,15750
2023-06-28,15857,15889,15938,15875,15667
2023-06-29,15833,15875,15875,15583,16000
2023-06-30,15857,15889,15813,15773,15750
2023-07-01,15857,15889,15875,15864,15750
2023-07-02,15857,15889,15938,15850,15600
2023-07-03,15857,16000,15938,15750,15600
2023-07-04,15857,16000,15938,15750,15600
2023-07-05,15833,15875,15938,15708,15667
2023-07-06,15833,16000,15688,15650,15800
2023-07-07,15857,15875,15813,15650,15600
2023-07-08,15857,15889,15813,15688,15667
2023-07-09,15857,15889,15813,15955,15667
2023-07-10,15833,15889,15813,15850,15800
2023-07-11,15786,15889,15813,15875,15667
2023-07-12,15786,15875,15813,15455,15667
2023-07-13,15786,15889,15813,15875,15600
2023-07-14,15917,15750,15813,15955,15750
2023-07-15,15786,15778,15813,15864,15667
2023-07-16,15786,16000,15813,15773,15667
2023-07-17,15750,15778,15786,15875,15667
2023-07-18,15750,15889,15786,15955,15583
2023-07-19,15643,15889,15786,15850,15583
2023-07-20,15643,15778,15786,15958,15583
2023-07-21,15643,15778,15750,15864,15667
2023-07-22,15643,16000,15786,15750,15583
2023-07-23,15643,15778,15786,15773,15700
2023-07-24,15583,15889,15929,15875,15417
2023-07-25,15643,16000,15929,15773,15800
2023-07-26,15583,15889,15929,15792,15583
2023-07-27,15583,15889,15786,15773,15583
2023-07-28,15643,16000,15786,15773,15583
2023-07-29,15643,15778,15786,15850,15800
2023-07-30,15583,16000,15786,15833,15667
2023-07-31,15643,15889,15786,15750,15667
2023-08-01,15643,15750,15786,15792,15667
2023-08-02,15600,15889,15786,15792,15800
2023-08-03,15714,15889,15786,15773,21500
2023-08-04,15667,16000,15786,17227,15800
2023-08-05,15714,15875,15786,15773,15667
2023-08-06,15667,15889,15786,15750,15667
2023-08-07,15714,16000,15786,15750,15750
2023-08-08,15714,15889,15786,15792,15667
2023-08-09,15571,15889,15786,15792,15667
2023-08-10,15571,15889,15786,15864,15667
2023-08-11,15429,15889,15786,15750,15600
2023-08-12,15571,15889,15786,15850,15600
2023-08-13,15500,15857,15786,15773,15333
2023-08-14,15500,15889,15786,15727,15600
2023-08-15,15429,16000,15750,15773,15750
2023-08-16,15429,16063,15786,15773,15600
2023-08-17,15333,15875,15786,15722,15500
2023-08-18,15429,15889,15786,15750,15500
2023-08-19,15500,15889,15786,15773,15600
2023-08-20,15500,15875,15786,15773,15750
2023-08-21,15500,15889,15786,15864,15600
2023-08-22,15571,15889,15786,15864,15800
2023-08-23,15500,15875,15750,15864,15800
2023-08-24,15571,15889,15786,15292,22000
2023-08-25,15429,15889,15786,15773,15800
2023-08-26,15667,15889,15786,15773,15800
2023-08-27,15500,15875,15786,15750,15800
2023-08-28,15571,15889,15786,15773,15800
2023-08-29,15500,15889,15786,15792,15800
2023-08-30,15571,15750,15750,15750,15800
2023-08-31,15571,15000,15786,15773,15800
2023-09-01,15571,15611,15583,15750,16000
2023-09-02,15643,15688,15643,15773,15200
2023-09-03,15643,15722,15643,15773,15800
2023-09-04,15600,15875,15643,15773,15800
2023-09-05,15643,15722,15643,15500,15667
2023-09-06,15667,15875,15643,15688,15800
2023-09-07,15643,15722,15750,15864,15800
2023-09-08,15643,15688,15786,15864,16000
2023-09-09,15500,15889,15786,15864,15667
2023-09-10,15643,16000,15786,15864,15667
2023-09-11,15429,16000,15786,15750,15750
2023-09-12,15500,15875,15786,15864,15800
2023-09-13,15333,15889,15786,15875,15800
2023-09-14,15429,15875,15786,15864,15667
2023-09-15,15333,15889,15786,15944,15600
2023-09-16,15400,16000,15786,15944,15800
2023-09-17,15429,16000,15786,15833,15667
2023-09-18,15429,15778,15786,15864,15800
2023-09-19,15429,15889,15786,15875,15800
2023-09-20,15429,15875,15700,15950,15667
2023-09-21,15429,15778,15786,15850,15800
2023-09-22,15333,15889,15786,15850,15667
2023-09-23,15429,15750,15786,15944,15800
2023-09-24,15333,15889,15786,15864,15667
2023-09-25,15429,16000,15786,15864,15667
2023-09-26,15429,15875,15786,15850,15667
2023-09-27,15500,15889,16250,15875,15800
2023-09-28,15333,15875,15786,14410,15667
2023-09-29,15500,15889,15786,15850,15667
2023-09-30,15429,15625,15917,15833,16000
2023-10-01,15429,15875,15917,15850,15400
2023-10-02,15333,15875,16000,15955,15800
2023-10-03,15429,15889,15786,15864,15667
2023-10-04,15429,15889,15786,15875,15800
2023-10-05,15429,15889,15786,15864,15800
2023-10-06,15429,15889,15786,15850,15750
2023-10-07,15333,15889,15917,15864,15667
2023-10-08,15429,15889,15917,15944,15800
2023-10-09,15429,15889,15786,15875,15667
2023-10-10,15429,15889,15917,15875,15750
2023-10-11,15500,15889,15786,15875,15600
2023-10-12,15500,15857,15750,15955,15500
2023-10-13,15429,15889,15917,15750,16000
2023-10-14,15571,15889,15917,15833,15500
2023-10-15,15500,15889,15917,15864,15600
2023-10-16,15571,15875,21071,15864,15500
2023-10-17,15571,15889,15917,15850,15500
2023-10-18,15500,15875,15786,15773,15600
2023-10-19,15667,16000,15750,15773,15600
2023-10-20,15571,15889,15917,15833,16000
2023-10-21,15571,15778,15917,15833,15500
2023-10-22,15417,15889,15917,15750,15600
2023-10-23,15573,15889,15786,15750,15800
2023-10-24,15571,15875,15813,15750,15800
2023-10-25,15571,16000,15688,15750,15600
2023-10-26,15571,15875,15688,15722,15800
2023-10-27,15571,15875,15786,15833,16000
2023-10-28,13267,15875,15786,15833,15667
2023-10-29,15714,16056,15688,15750,15800
2023-10-30,15571,15938,15643,15850,15800
2023-10-31,15571,15938,15500,15750,15667
2023-11-01,15667,15944,15688,15833,15667
2023-11-02,15571,16056,15563,15773,15800
2023-11-03,15571,15944,15563,15773,15800
2023-11-04,15571,15938,15786,15773,16200
2023-11-05,15600,17250,15786,15750,15833
2023-11-06,15500,15944,15813,15773,15600
2023-11-07,15571,15938,15786,15722,15500
2023-11-08,15571,15944,15875,15750,15600
2023-11-09,15571,16000,15750,15650,15600
2023-11-10,15667,15944,15688,15611,15600
2023-11-11,15571,15938,15786,15722,15500
2023-11-12,15571,16056,15571,15650,15800
2023-11-13,15571,16056,15917,15682,15600
2023-11-14,15500,15944,16000,15682,15600
2023-11-15,15571,16056,15786,15650,15600
2023-11-16,15571,16063,15750,15850,15250
2023-11-17,15571,15938,15786,15750,15500
2023-11-18,15571,15833,15786,15750,15500
2023-11-19,15571,15944,15786,15750,15400
2023-11-20,15571,15944,15786,15750,15500
2023-11-21,15571,15889,15786,15773,15500
2023-11-22,15667,15833,15786,15773,15750
2023-11-23,15571,15833,15786,15850,15400
2023-11-24,15500,15778,15786,15773,15200
2023-11-25,15571,15778,15786,15750,15600
2023-11-26,15833,15778,15786,15833,15800
2023-11-27,15667,15778,15786,15750,15800
2023-11-28,15500,15778,15786,15750,16000
2023-11-29,15571,15889,15786,15750,15800
2023-11-30,15833,15778,15786,15773,15800
2023-12-01,15500,15778,15786,15750,15800
2023-12-02,15714,15667,15857,15850,15667
2023-12-03,15571,15667,15786,15813,16000
2023-12-04,15714,15778,15786,15850,15600
2023-12-05,15714,15778,15786,15750,15667
2023-12-06,15714,15778,15786,15773,15667
2023-12-07,15714,15889,15786,15773,15667
2023-12-08,15667,15778,13871,15833,15500
2023-12-09,15667,15875,15929,15750,15800
2023-12-10,15714,15778,15929,15750,15667
2023-12-11,15714,15778,16167,15773,15500
2023-12-12,15714,15875,15929,15850,15667
2023-12-13,15667,15875,15929,15850,15800
2023-12-14,15667,16000,15929,15850,15800
2023-12-15,15714,15778,15929,15850,15667
2023-12-16,15857,15813,15929,15850,15667
2023-12-17,15714,15778,15929,15955,15667
2023-12-18,15714,15889,15929,15850,15667
2023-12-19,15667,15944,15929,15833,15667
2023-12-20,15714,15944,15929,15955,15800
,15667,15944,15929,15850,15800
,15667,,16000,15850,15500
